RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =        29067     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 5976 6622     0     0  con    0  1.0D+00  2.7D-02  1.717D-04  7.761D-01
 5977 6623     0     0  con    0  1.0D+00  6.3D-02  3.062D-04  7.761D-01
 5978 6624     0     0  con    0  1.0D+00  2.6D-02  4.229D-04  7.761D-01
 5979 6625     0     0  con    0  1.0D+00  7.7D-02  5.243D-04  7.761D-01
 5980 6627     0     0  con    1  2.4D-01  6.2D-02  8.340D-04  7.761D-01
 5981 6628     0     0  con    0  1.0D+00  7.9D-02  3.663D-04  7.761D-01
 5982 6629     0     0  con    0  1.0D+00  4.5D-02  1.895D-04  7.761D-01
 5983 6630     0     0  con    0  1.0D+00  2.7D-02  1.878D-04  7.761D-01
 5984 6632     0     0  con    1  2.0D-01  5.0D-02  5.363D-04  7.761D-01
 5985 6633     0     0  con    0  1.0D+00  6.3D-03  4.107D-04  7.761D-01
 5986 6634     0     0  con    0  1.0D+00  3.3D-02  2.204D-04  7.761D-01
 5987 6635     0     0  con    0  1.0D+00  1.5D-01  1.002D-03  7.761D-01
 5988 6636     0     0  con    0  1.0D+00  9.1D-03  1.275D-04  7.761D-01
 5989 6637     0     0  con    0  1.0D+00  6.3D-03  2.598D-04  7.761D-01
 5990 6638     0     0  con    0  1.0D+00  7.4D-03  2.136D-04  7.761D-01
 5991 6639     0     0  con    0  1.0D+00  2.5D-02  2.094D-04  7.761D-01
 5992 6640     0     0  con    0  1.0D+00  1.0D-01  1.547D-03  7.761D-01
 5993 6641     0     0  con    0  1.0D+00  5.5D-02  2.697D-04  7.761D-01
 5994 6642     0     0  con    0  1.0D+00  4.3D-02  2.057D-04  7.760D-01
 5995 6643     0     0  con    0  1.0D+00  9.1D-02  1.971D-04  7.760D-01
 5996 6644     0     0  con    0  1.0D+00  3.5D-02  1.003D-03  7.760D-01
 5997 6645     0     0  con    0  1.0D+00  1.2D-01  3.126D-04  7.760D-01
 5998 6646     0     0  con    0  1.0D+00  3.4D-02  4.280D-04  7.760D-01
 5999 6647     0     0  con    0  1.0D+00  7.4D-02  4.417D-04  7.760D-01
 6000 6649     0     0  con    1  2.8D-01  2.3D-02  1.136D-03  7.760D-01
 6001 6650     0     0  con    0  1.0D+00  5.5D-02  3.491D-04  7.760D-01
 6002 6651     0     0  con    0  1.0D+00  2.8D-02  3.442D-04  7.760D-01
 6003 6652     0     0  con    0  1.0D+00  1.5D-02  3.420D-04  7.760D-01
 6004 6653     0     0  con    0  1.0D+00  2.2D-02  3.760D-04  7.760D-01
 6005 6654     0     0  con    0  1.0D+00  3.3D-02  8.496D-04  7.760D-01
 6006 6656     0     0  con    1  5.1D-01  2.9D-02  3.010D-04  7.760D-01
 6007 6657     0     0  con    0  1.0D+00  1.2D-02  1.410D-04  7.760D-01
 6008 6658     0     0  con    0  1.0D+00  1.6D-02  1.817D-04  7.760D-01
 6009 6659     0     0  con    0  1.0D+00  6.7D-02  6.620D-04  7.760D-01
 6010 6660     0     0  con    0  1.0D+00  3.4D-02  2.737D-04  7.760D-01
 6011 6661     0     0  con    0  1.0D+00  2.8D-02  3.375D-04  7.760D-01
 6012 6663     0     0  con    1  1.2D-01  1.9D-02  8.251D-04  7.760D-01
 6013 6664     0     0  con    0  1.0D+00  2.3D-02  5.818D-04  7.760D-01
 6014 6665     0     0  con    0  1.0D+00  3.2D-02  2.853D-04  7.759D-01
 6015 6666     0     0  con    0  1.0D+00  3.9D-02  1.572D-04  7.759D-01
 6016 6667     0     0  con    0  1.0D+00  2.2D-02  2.004D-04  7.759D-01
 6017 6668     0     0  con    0  1.0D+00  5.6D-02  2.908D-04  7.759D-01
 6018 6669     0     0  con    0  1.0D+00  6.6D-02  1.506D-03  7.759D-01
 6019 6670     0     0  con    0  1.0D+00  4.7D-02  1.332D-04  7.759D-01
 6020 6671     0     0  con    0  1.0D+00  9.5D-03  2.457D-04  7.759D-01
 6021 6672     0     0  con    0  1.0D+00  4.1D-02  1.324D-04  7.759D-01
 6022 6674     0     0  con    1  2.9D-01  1.4D-02  5.506D-04  7.759D-01
 6023 6675     0     0  con    0  1.0D+00  1.0D-02  9.611D-04  7.759D-01
 6024 6676     0     0  con    0  1.0D+00  2.4D-02  3.746D-04  7.759D-01
 6025 6677     0     0  con    0  1.0D+00  4.1D-02  1.906D-04  7.759D-01
 6026 6678     0     0  con    0  1.0D+00  1.4D-02  1.808D-04  7.759D-01
 6027 6679     0     0  con    0  1.0D+00  5.3D-02  3.403D-04  7.759D-01
 6028 6681     0     0  con    1  2.8D-01  1.1D-01  2.152D-04  7.759D-01
 6029 6682     0     0  con    0  1.0D+00  3.8D-02  1.733D-04  7.759D-01
 6030 6683     0     0  con    0  1.0D+00  6.7D-02  1.015D-03  7.759D-01
 6031 6685     0     0  con    1  4.8D-01  1.8D-02  3.541D-04  7.759D-01
 6032 6686     0     0  con    0  1.0D+00  7.8D-03  1.502D-04  7.759D-01
 6033 6687     0     0  con    0  1.0D+00  1.6D-02  4.596D-04  7.759D-01
 6034 6688     0     0  con    0  1.0D+00  2.2D-02  6.251D-04  7.759D-01
 6035 6689     0     0  con    0  1.0D+00  4.0D-03  3.412D-04  7.759D-01
 6036 6690     0     0  con    0  1.0D+00  1.5D-02  4.546D-04  7.759D-01
 6037 6691     0     0  con    0  1.0D+00  4.2D-02  8.416D-04  7.759D-01
 6038 6692     0     0  con    0  1.0D+00  6.6D-02  8.073D-04  7.758D-01
 6039 6693     0     0  con    0  1.0D+00  8.4D-02  8.139D-04  7.758D-01
 6040 6694     0     0  con    0  1.0D+00  1.4D-01  5.236D-04  7.758D-01
 6041 6695     0     0  con    0  1.0D+00  3.7D-02  6.406D-04  7.758D-01
 6042 6696     0     0  con    0  1.0D+00  2.6D-02  7.581D-04  7.758D-01
 6043 6697     0     0  con    0  1.0D+00  6.0D-02  6.086D-04  7.758D-01
 6044 6698     0     0  con    0  1.0D+00  6.5D-02  9.708D-04  7.758D-01
 6045 6699     0     0  con    0  1.0D+00  5.1D-02  4.351D-04  7.758D-01
 6046 6700     0     0  con    0  1.0D+00  5.7D-02  9.056D-04  7.758D-01
 6047 6701     0     0  con    0  1.0D+00  1.1D-02  6.821D-04  7.758D-01
 6048 6702     0     0  con    0  1.0D+00  1.4D-02  4.930D-04  7.758D-01
 6049 6703     0     0  con    0  1.0D+00  6.0D-02  5.680D-04  7.758D-01
 6050 6704     0     0  con    0  1.0D+00  9.0D-02  3.463D-04  7.758D-01
 6051 6705     0     0  con    0  1.0D+00  1.6D-01  7.357D-04  7.758D-01
 6052 6707     0     0  con    1  3.6D-01  1.7D-02  2.404D-04  7.758D-01
 6053 6708     0     0  con    0  1.0D+00  6.7D-02  1.704D-04  7.758D-01
 6054 6709     0     0  con    0  1.0D+00  7.8D-03  1.507D-04  7.758D-01
 6055 6710     0     0  con    0  1.0D+00  1.8D-02  1.585D-04  7.758D-01
 6056 6711     0     0  con    0  1.0D+00  5.0D-02  1.058D-03  7.758D-01
 6057 6712     0     0  con    0  1.0D+00  1.9D-02  1.714D-03  7.758D-01
 6058 6713     0     0  con    0  1.0D+00  5.4D-03  6.092D-04  7.758D-01
 6059 6714     0     0  con    0  1.0D+00  9.9D-03  4.963D-04  7.758D-01
 6060 6715     0     0  con    0  1.0D+00  1.7D-02  5.214D-04  7.758D-01
 6061 6716     0     0  con    0  1.0D+00  1.7D-02  7.125D-04  7.758D-01
 6062 6717     0     0  con    0  1.0D+00  3.9D-02  7.645D-04  7.758D-01
 6063 6718     0     0  con    0  1.0D+00  7.2D-02  1.225D-03  7.758D-01
 6064 6719     0     0  con    0  1.0D+00  5.1D-02  7.464D-04  7.757D-01
 6065 6720     0     0  con    0  1.0D+00  4.4D-02  2.321D-04  7.757D-01
 6066 6721     0     0  con    0  1.0D+00  5.2D-03  2.311D-04  7.757D-01
 6067 6722     0     0  con    0  1.0D+00  8.8D-03  8.405D-04  7.757D-01
 6068 6723     0     0  con    0  1.0D+00  2.4D-02  1.121D-03  7.757D-01
 6069 6724     0     0  con    0  1.0D+00  3.2D-02  6.240D-04  7.757D-01
 6070 6725     0     0  con    0  1.0D+00  6.1D-02  4.766D-04  7.757D-01
 6071 6726     0     0  con    0  1.0D+00  4.8D-03  3.027D-04  7.757D-01
 6072 6727     0     0  con    0  1.0D+00  1.2D-02  2.777D-04  7.757D-01
 6073 6728     0     0  con    0  1.0D+00  1.6D-02  6.820D-04  7.757D-01
 6074 6729     0     0  con    0  1.0D+00  2.4D-02  9.931D-04  7.757D-01
 6075 6730     0     0  con    0  1.0D+00  4.2D-02  1.065D-03  7.757D-01
 6076 6731     0     0  con    0  1.0D+00  1.2D-01  1.258D-03  7.757D-01
 6077 6733     0     0  con    1  4.7D-01  3.1D-02  1.569D-03  7.757D-01
 6078 6734     0     0  con    0  1.0D+00  3.3D-02  2.343D-04  7.757D-01
 6079 6735     0     0  con    0  1.0D+00  7.5D-03  2.461D-04  7.757D-01
 6080 6736     0     0  con    0  1.0D+00  4.2D-03  4.485D-04  7.757D-01
 6081 6737     0     0  con    0  1.0D+00  2.7D-02  8.499D-04  7.757D-01
 6082 6738     0     0  con    0  1.0D+00  1.6D-02  7.436D-04  7.757D-01
 6083 6739     0     0  con    0  1.0D+00  4.2D-02  7.850D-04  7.757D-01
 6084 6740     0     0  con    0  1.0D+00  3.3D-02  3.465D-04  7.757D-01
 6085 6741     0     0  con    0  1.0D+00  4.5D-02  3.788D-04  7.757D-01
 6086 6743     0     0  con    1  2.5D-01  2.3D-02  5.306D-04  7.757D-01
 6087 6744     0     0  con    0  1.0D+00  1.7D-02  3.162D-04  7.757D-01
 6088 6745     0     0  con    0  1.0D+00  1.9D-02  2.341D-04  7.757D-01
 6089 6746     0     0  con    0  1.0D+00  2.9D-02  3.716D-04  7.757D-01
 6090 6748     0     0  con    1  4.7D-01  2.3D-02  6.230D-04  7.757D-01
 6091 6749     0     0  con    0  1.0D+00  1.2D-02  3.047D-04  7.756D-01
 6092 6750     0     0  con    0  1.0D+00  2.5D-02  1.490D-04  7.756D-01
 6093 6751     0     0  con    0  1.0D+00  1.2D-02  2.092D-04  7.756D-01
 6094 6752     0     0  con    0  1.0D+00  4.6D-02  1.808D-04  7.756D-01
 6095 6754     0     0  con    1  7.2D-02  1.9D-02  7.876D-04  7.756D-01
 6096 6755     0     0  con    0  1.0D+00  2.6D-02  5.201D-04  7.756D-01
 6097 6756     0     0  con    0  1.0D+00  2.4D-02  2.305D-04  7.756D-01
 6098 6757     0     0  con    0  1.0D+00  1.8D-02  2.600D-04  7.756D-01
 6099 6758     0     0  con    0  1.0D+00  2.1D-02  3.876D-04  7.756D-01
 6100 6759     0     0  con    0  1.0D+00  4.8D-02  4.646D-04  7.756D-01
 6101 6760     0     0  con    0  1.0D+00  7.3D-02  5.745D-04  7.756D-01
 6102 6762     0     0  con    1  4.4D-01  5.9D-03  8.596D-04  7.756D-01
 6103 6763     0     0  con    0  1.0D+00  3.6D-03  5.287D-04  7.756D-01
 6104 6764     0     0  con    0  1.0D+00  1.7D-02  3.413D-04  7.756D-01
 6105 6765     0     0  con    0  1.0D+00  4.6D-02  2.667D-04  7.756D-01
 6106 6766     0     0  con    0  1.0D+00  7.5D-02  2.767D-04  7.756D-01
 6107 6768     0     0  con    1  4.3D-02  6.0D-03  3.445D-04  7.756D-01
 6108 6769     0     0  con    0  1.0D+00  8.9D-02  3.534D-04  7.756D-01
 6109 6770     0     0  con    0  1.0D+00  5.5D-02  1.886D-04  7.756D-01
 6110 6771     0     0  con    0  1.0D+00  8.8D-02  2.115D-04  7.756D-01
 6111 6772     0     0  con    0  1.0D+00  1.6D-01  4.078D-04  7.755D-01
 6112 6774     0     0  con    1  4.2D-01  8.1D-02  1.156D-03  7.755D-01
 6113 6775     0     0  con    0  1.0D+00  3.2D-02  8.226D-04  7.755D-01
 6114 6777     0     0  con    1  2.2D-01  3.3D-02  5.421D-04  7.755D-01
 6115 6778     0     0  con    0  1.0D+00  3.9D-02  2.581D-04  7.755D-01
 6116 6779     0     0  con    0  1.0D+00  3.2D-02  1.655D-04  7.755D-01
 6117 6780     0     0  con    0  1.0D+00  8.9D-02  2.584D-04  7.755D-01
 6118 6781     0     0  con    0  1.0D+00  6.5D-02  5.999D-04  7.755D-01
 6119 6783     0     0  con    1  3.0D-01  3.3D-02  3.580D-04  7.755D-01
 6120 6784     0     0  con    0  1.0D+00  3.2D-02  1.405D-04  7.755D-01
 6121 6785     0     0  con    0  1.0D+00  5.0D-03  1.175D-04  7.755D-01
 6122 6786     0     0  con    0  1.0D+00  6.6D-02  1.652D-04  7.755D-01
 6123 6787     0     0  con    0  1.0D+00  9.7D-02  6.790D-04  7.755D-01
 6124 6788     0     0  con    0  1.0D+00  5.3D-02  6.860D-04  7.755D-01
 6125 6789     0     0  con    0  1.0D+00  1.0D-02  4.958D-04  7.755D-01
 6126 6790     0     0  con    0  1.0D+00  4.7D-02  4.635D-04  7.755D-01
 6127 6792     0     0  con    1  3.8D-01  3.8D-02  5.155D-04  7.755D-01
 6128 6793     0     0  con    0  1.0D+00  1.5D-02  3.830D-04  7.755D-01
 6129 6794     0     0  con    0  1.0D+00  4.2D-02  2.824D-04  7.755D-01
 6130 6795     0     0  con    0  1.0D+00  2.0D-02  4.095D-04  7.755D-01
 6131 6796     0     0  con    0  1.0D+00  4.6D-02  5.910D-04  7.755D-01
 6132 6797     0     0  con    0  1.0D+00  4.2D-02  9.925D-04  7.755D-01
 6133 6798     0     0  con    0  1.0D+00  3.0D-02  3.988D-04  7.755D-01
 6134 6799     0     0  con    0  1.0D+00  1.2D-02  1.788D-04  7.755D-01
 6135 6800     0     0  con    0  1.0D+00  2.4D-03  3.748D-04  7.755D-01
 6136 6801     0     0  con    0  1.0D+00  1.4D-02  5.199D-04  7.755D-01
 6137 6802     0     0  con    0  1.0D+00  4.2D-02  4.705D-04  7.754D-01
 6138 6804     0     0  con    1  2.3D-01  4.0D-02  1.217D-03  7.754D-01
 6139 6805     0     0  con    0  1.0D+00  6.7D-02  5.483D-04  7.754D-01
 6140 6806     0     0  con    0  1.0D+00  5.0D-02  2.494D-04  7.754D-01
 6141 6807     0     0  con    0  1.0D+00  7.0D-02  2.807D-04  7.754D-01
 6142 6808     0     0  con    0  1.0D+00  8.6D-02  4.808D-04  7.754D-01
 6143 6810     0     0  con    1  1.9D-01  1.9D-02  8.737D-04  7.754D-01
 6144 6811     0     0  con    0  1.0D+00  7.1D-02  2.376D-04  7.754D-01
 6145 6812     0     0  con    0  1.0D+00  1.8D-02  4.015D-04  7.754D-01
 6146 6813     0     0  con    0  1.0D+00  2.2D-02  1.099D-03  7.754D-01
 6147 6814     0     0  con    0  1.0D+00  9.7D-03  7.405D-04  7.754D-01
 6148 6815     0     0  con    0  1.0D+00  4.8D-02  1.769D-04  7.754D-01
 6149 6816     0     0  con    0  1.0D+00  7.0D-02  3.235D-04  7.754D-01
 6150 6817     0     0  con    0  1.0D+00  6.2D-02  8.394D-04  7.754D-01
 6151 6819     0     0  con    1  3.4D-01  1.9D-02  5.541D-04  7.754D-01
 6152 6820     0     0  con    0  1.0D+00  1.4D-02  5.641D-04  7.754D-01
 6153 6821     0     0  con    0  1.0D+00  3.3D-02  2.362D-04  7.754D-01
 6154 6822     0     0  con    0  1.0D+00  3.5D-02  2.436D-04  7.754D-01
 6155 6823     0     0  con    0  1.0D+00  6.8D-02  1.130D-03  7.754D-01
 6156 6824     0     0  con    0  1.0D+00  2.2D-02  1.919D-04  7.754D-01
 6157 6825     0     0  con    0  1.0D+00  1.4D-02  2.532D-04  7.753D-01
 6158 6826     0     0  con    0  1.0D+00  1.1D-01  9.761D-04  7.753D-01
 6159 6827     0     0  con    0  1.0D+00  9.5D-02  9.646D-04  7.753D-01
 6160 6828     0     0  con    0  1.0D+00  7.7D-02  7.140D-04  7.753D-01
 6161 6829     0     0  con    0  1.0D+00  1.4D-01  2.222D-04  7.753D-01
 6162 6830     0     0  con    0  1.0D+00  6.2D-02  7.040D-04  7.753D-01
 6163 6831     0     0  con    0  1.0D+00  4.7D-02  3.595D-04  7.753D-01
 6164 6832     0     0  con    0  1.0D+00  3.6D-02  2.542D-04  7.753D-01
 6165 6833     0     0  con    0  1.0D+00  3.3D-02  2.201D-04  7.753D-01
 6166 6834     0     0  con    0  1.0D+00  1.3D-02  1.544D-04  7.753D-01
 6167 6835     0     0  con    0  1.0D+00  5.1D-02  8.986D-04  7.753D-01
 6168 6836     0     0  con    0  1.0D+00  1.8D-02  3.259D-04  7.753D-01
 6169 6837     0     0  con    0  1.0D+00  6.3D-03  2.764D-04  7.753D-01
 6170 6838     0     0  con    0  1.0D+00  4.6D-02  1.134D-03  7.753D-01
 6171 6839     0     0  con    0  1.0D+00  4.6D-02  1.910D-04  7.753D-01
 6172 6840     0     0  con    0  1.0D+00  2.4D-02  2.148D-04  7.753D-01
 6173 6841     0     0  con    0  1.0D+00  6.8D-02  6.278D-04  7.753D-01
 6174 6843     0     0  con    1  1.5D-01  4.3D-02  6.208D-04  7.753D-01
 6175 6844     0     0  con    0  1.0D+00  7.3D-03  3.343D-04  7.753D-01
 6176 6845     0     0  con    0  1.0D+00  1.7D-02  1.605D-04  7.753D-01
 6177 6846     0     0  con    0  1.0D+00  2.8D-02  5.447D-04  7.752D-01
 6178 6847     0     0  con    0  1.0D+00  4.3D-02  5.676D-04  7.752D-01
 6179 6848     0     0  con    0  1.0D+00  6.6D-02  8.143D-04  7.752D-01
 6180 6849     0     0  con    0  1.0D+00  9.4D-02  6.566D-04  7.752D-01
 6181 6850     0     0  con    0  1.0D+00  1.3D-02  2.862D-04  7.752D-01
 6182 6851     0     0  con    0  1.0D+00  1.4D-02  2.480D-04  7.752D-01
 6183 6853     0     0  con    1  2.3D-01  9.6D-03  9.262D-04  7.752D-01
 6184 6854     0     0  con    0  1.0D+00  1.8D-02  6.243D-04  7.752D-01
 6185 6855     0     0  con    0  1.0D+00  5.3D-02  2.508D-04  7.752D-01
 6186 6856     0     0  con    0  1.0D+00  2.6D-02  2.547D-04  7.752D-01
 6187 6857     0     0  con    0  1.0D+00  8.1D-02  1.188D-03  7.752D-01
 6188 6858     0     0  con    0  1.0D+00  3.2D-02  3.516D-04  7.752D-01
 6189 6859     0     0  con    0  1.0D+00  1.1D-02  2.293D-04  7.752D-01
 6190 6860     0     0  con    0  1.0D+00  1.8D-02  3.673D-04  7.752D-01
 6191 6861     0     0  con    0  1.0D+00  2.6D-02  5.583D-04  7.752D-01
 6192 6862     0     0  con    0  1.0D+00  8.1D-02  7.579D-04  7.752D-01
 6193 6863     0     0  con    0  1.0D+00  1.5D-01  1.513D-03  7.752D-01
 6194 6864     0     0  con    0  1.0D+00  1.8D-02  4.520D-04  7.752D-01
 6195 6865     0     0  con    0  1.0D+00  2.0D-02  1.402D-04  7.752D-01
 6196 6866     0     0  con    0  1.0D+00  4.2D-02  2.098D-04  7.752D-01
 6197 6868     0     0  con    1  4.1D-01  4.6D-02  6.357D-04  7.752D-01
 6198 6869     0     0  con    0  1.0D+00  2.4D-02  5.694D-04  7.752D-01
 6199 6870     0     0  con    0  1.0D+00  1.6D-01  1.898D-04  7.752D-01
 6200 6872     0     0  con    1  8.6D-02  1.6D-02  4.870D-04  7.752D-01
 6201 6873     0     0  con    0  1.0D+00  3.6D-02  2.983D-04  7.752D-01
 6202 6874     0     0  con    0  1.0D+00  5.9D-02  1.942D-04  7.752D-01
 6203 6875     0     0  con    0  1.0D+00  3.8D-02  2.385D-04  7.752D-01
 6204 6876     0     0  con    0  1.0D+00  4.8D-02  2.887D-04  7.752D-01
 6205 6877     0     0  con    0  1.0D+00  2.1D-02  1.833D-04  7.751D-01
 6206 6878     0     0  con    0  1.0D+00  1.0D-02  3.794D-04  7.751D-01
 6207 6879     0     0  con    0  1.0D+00  1.2D-01  1.493D-03  7.751D-01
 6208 6880     0     0  con    0  1.0D+00  1.4D-02  3.697D-04  7.751D-01
 6209 6881     0     0  con    0  1.0D+00  3.9D-02  1.469D-04  7.751D-01
 6210 6882     0     0  con    0  1.0D+00  5.9D-02  2.563D-04  7.751D-01
 6211 6883     0     0  con    0  1.0D+00  5.1D-02  2.658D-04  7.751D-01
 6212 6885     0     0  con    1  3.1D-01  7.3D-02  1.419D-03  7.751D-01
 6213 6886     0     0  con    0  1.0D+00  1.5D-01  8.333D-04  7.751D-01
 6214 6887     0     0  con    0  1.0D+00  7.0D-02  2.757D-04  7.751D-01
 6215 6888     0     0  con    0  1.0D+00  1.9D-02  2.432D-04  7.751D-01
 6216 6889     0     0  con    0  1.0D+00  2.3D-02  3.459D-04  7.751D-01
 6217 6890     0     0  con    0  1.0D+00  4.0D-02  6.115D-04  7.751D-01
 6218 6891     0     0  con    0  1.0D+00  4.1D-02  6.472D-04  7.751D-01
 6219 6892     0     0  con    0  1.0D+00  6.1D-02  3.495D-04  7.751D-01
 6220 6894     0     0  con    1  2.0D-01  2.0D-02  9.012D-04  7.751D-01
 6221 6895     0     0  con    0  1.0D+00  1.2D-01  5.398D-04  7.751D-01
 6222 6896     0     0  con    0  1.0D+00  1.6D-02  4.418D-04  7.751D-01
 6223 6897     0     0  con    0  1.0D+00  6.4D-02  1.801D-04  7.750D-01
 6224 6899     0     0  con    1  4.2D-01  5.6D-02  9.315D-04  7.750D-01
 6225 6900     0     0  con    0  1.0D+00  3.3D-02  3.771D-04  7.750D-01
 6226 6901     0     0  con    0  1.0D+00  8.2D-02  2.112D-04  7.750D-01
 6227 6902     0     0  con    0  1.0D+00  9.6D-02  3.650D-04  7.750D-01
 6228 6903     0     0  con    0  1.0D+00  2.8D-02  5.584D-04  7.750D-01
 6229 6904     0     0  con    0  1.0D+00  2.6D-02  1.391D-03  7.750D-01
 6230 6905     0     0  con    0  1.0D+00  2.3D-02  1.489D-04  7.750D-01
 6231 6906     0     0  con    0  1.0D+00  3.8D-02  2.192D-04  7.750D-01
 6232 6907     0     0  con    0  1.0D+00  6.3D-02  1.195D-03  7.750D-01
 6233 6908     0     0  con    0  1.0D+00  9.6D-03  3.609D-04  7.750D-01
 6234 6909     0     0  con    0  1.0D+00  3.3D-02  2.322D-04  7.750D-01
 6235 6910     0     0  con    0  1.0D+00  7.6D-02  5.470D-04  7.750D-01
 6236 6911     0     0  con    0  1.0D+00  8.1D-02  5.043D-04  7.750D-01
 6237 6912     0     0  con    0  1.0D+00  4.1D-02  3.858D-04  7.750D-01
 6238 6913     0     0  con    0  1.0D+00  6.0D-03  1.727D-04  7.750D-01
 6239 6914     0     0  con    0  1.0D+00  1.6D-02  3.925D-04  7.750D-01
 6240 6915     0     0  con    0  1.0D+00  2.6D-02  3.492D-04  7.750D-01
 6241 6916     0     0  con    0  1.0D+00  3.0D-02  4.920D-04  7.750D-01
 6242 6917     0     0  con    0  1.0D+00  1.0D-01  9.604D-04  7.749D-01
 6243 6918     0     0  con    0  1.0D+00  1.0D-02  5.689D-04  7.749D-01
 6244 6919     0     0  con    0  1.0D+00  1.2D-02  1.188D-03  7.749D-01
 6245 6920     0     0  con    0  1.0D+00  1.7D-02  2.379D-04  7.749D-01
 6246 6921     0     0  con    0  1.0D+00  3.0D-03  1.554D-04  7.749D-01
 6247 6922     0     0  con    0  1.0D+00  9.5D-03  2.330D-04  7.749D-01
 6248 6923     0     0  con    0  1.0D+00  2.4D-02  2.620D-04  7.749D-01
 6249 6925     0     0  con    1  4.1D-01  2.7D-02  5.938D-04  7.749D-01
 6250 6926     0     0  con    0  1.0D+00  1.0D-02  2.672D-04  7.749D-01
 6251 6927     0     0  con    0  1.0D+00  3.5D-02  4.511D-04  7.749D-01
 6252 6928     0     0  con    0  1.0D+00  2.1D-02  4.437D-04  7.749D-01
 6253 6929     0     0  con    0  1.0D+00  4.3D-02  5.396D-04  7.749D-01
 6254 6931     0     0  con    1  4.8D-01  3.9D-02  6.825D-04  7.749D-01
 6255 6932     0     0  con    0  1.0D+00  1.9D-02  3.090D-04  7.749D-01
 6256 6934     0     0  con    1  1.0D-01  1.3D-02  3.900D-04  7.749D-01
 6257 6935     0     0  con    0  1.0D+00  7.4D-03  4.291D-04  7.749D-01
 6258 6936     0     0  con    0  1.0D+00  4.4D-02  3.453D-04  7.749D-01
 6259 6937     0     0  con    0  1.0D+00  1.9D-02  3.334D-04  7.749D-01
 6260 6938     0     0  con    0  1.0D+00  6.8D-02  6.250D-04  7.749D-01
 6261 6939     0     0  con    0  1.0D+00  2.8D-02  7.137D-04  7.749D-01
 6262 6940     0     0  con    0  1.0D+00  2.6D-02  1.836D-04  7.749D-01
 6263 6941     0     0  con    0  1.0D+00  7.6D-03  2.021D-04  7.749D-01
 6264 6942     0     0  con    0  1.0D+00  1.2D-02  2.522D-04  7.749D-01
 6265 6943     0     0  con    0  1.0D+00  4.0D-02  3.142D-04  7.749D-01
 6266 6944     0     0  con    0  1.0D+00  6.0D-02  6.953D-04  7.749D-01
 6267 6946     0     0  con    1  2.5D-01  5.2D-02  6.468D-04  7.749D-01
 6268 6947     0     0  con    0  1.0D+00  4.8D-02  2.218D-04  7.748D-01
 6269 6948     0     0  con    0  1.0D+00  1.3D-02  2.245D-04  7.748D-01
 6270 6950     0     0  con    1  2.0D-01  1.8D-02  7.178D-04  7.748D-01
 6271 6951     0     0  con    0  1.0D+00  9.2D-03  5.464D-04  7.748D-01
 6272 6952     0     0  con    0  1.0D+00  3.4D-02  3.039D-04  7.748D-01
